  32.0268,  66.4656
  34.6874,  75.8086
  36.3407,  79.5953
  37.4696,  81.4986
  38.4219,  81.9926
  39.1690,  82.8580
  39.8332,  83.6002
  40.3970,  83.9061
  40.8882,  84.3647
  41.3660,  84.3810
  41.7588,  84.7674
  42.1434,  84.9086
  42.5229,  85.1326
  42.8480,  85.1591
  43.1591,  85.1182
  43.4472,  85.2750
  43.7427,  85.1996
  44.0160,  85.3490
  44.2609,  85.4145
  44.5263,  85.4904
  44.7595,  85.4983
  45.0015,  85.5898
  45.2303,  85.4091
  45.4599,  85.4003
  45.6855,  85.5265
  45.9008,  85.4244
  46.1064,  85.3144
  46.3239,  85.2351
  46.5326,  85.3966
  46.7405,  85.3026
  46.9453,  85.3145
  47.1496,  85.4358
  47.3626,  85.3561
  47.5643,  85.3073
  47.7787,  85.2397
  47.9794,  85.1354
  48.1942,  85.1564
  48.4136,  84.9285
  48.6235,  84.9878
  48.8473,  84.7989
  49.0749,  84.5668
  49.2972,  84.5577
  49.5386,  84.3691
  49.7787,  84.3258
  50.0287,  83.9797
  50.2881,  83.8467
  50.5492,  83.6838
  50.8386,  83.2977
  51.1327,  82.8622
  51.4248,  82.5219
  51.7492,  82.3443
  52.1186,  81.8127
  52.4612,  81.2985
  52.8662,  80.5068
  53.2975,  79.7924
  53.7886,  78.7323
  54.2997,  77.3035
  54.9016,  75.5959
  55.5305,  73.8542
  56.3237,  70.6830
  57.2156,  66.5259
  58.2782,  59.0726
  59.5297,  46.2244
  60.7666,  22.7481
  61.0414,  -9.3373
  60.2030, -38.7535
  58.7973, -54.7482
  57.6310, -63.7248
  56.7313, -70.1541
  55.8775, -73.4015
  55.1561, -75.6269
  54.5357, -77.3221
  53.9977, -78.8743
  53.4930, -80.0842
  53.0320, -80.8591
  52.6206, -81.5409
  52.2246, -82.2891
  51.8894, -82.8862
  51.5597, -83.3513
  51.2270, -83.9359
  50.9206, -84.0452
  50.6446, -84.1593
  50.3700, -84.4541
  50.1149, -84.6506
  49.8408, -84.7785
  49.6103, -84.9163
  49.3627, -85.0429
  49.1282, -85.3215
  48.8914, -85.2723
  48.6768, -85.4443
  48.4618, -85.4675
  48.2492, -85.5194
  48.0225, -85.4111
  47.8048, -85.3250
  47.6027, -85.4190
  47.4028, -85.4400
  47.1847, -85.2270
  46.9814, -85.4352
  46.7686, -85.2547
  46.5590, -85.1803
  46.3511, -85.1235
  46.1487, -85.1041
  45.9309, -84.9878
  45.7101, -84.7961
  45.5018, -84.5915
  45.2740, -84.4924
  45.0457, -84.2248
  44.8183, -84.0355
  44.5815, -83.7420
  44.3183, -83.5047
  44.0847, -83.1497
  43.8195, -83.0346
  43.5320, -82.6386
  43.2605, -82.0379
  42.9687, -81.4850
  42.6672, -81.0023
  42.3167, -80.1585
  41.9945, -79.4244
  41.6255, -78.2974
  41.2295, -77.4654
  40.7999, -75.9627
  40.3404, -74.6710
  39.8139, -72.4593
  39.2624, -69.2633
  38.6258, -66.0481
  37.9104, -61.4627
  37.1629, -54.3120
  36.3114, -44.5142
  35.4752, -31.3966
  34.9102,  -9.8359
  34.9384,  11.5615
  35.5996,  30.3788
  36.3831,  43.2477
  37.3000,  52.9164
  38.0162,  59.6014
  38.7040,  63.5053
  39.3534,  67.3519
  39.9108,  69.3456
  40.3862,  71.0988
  40.8572,  73.2776
  41.2774,  74.2243
  41.6300,  75.5759
  42.0303,  76.2226
  42.3597,  77.0135
  42.6927,  77.9621
  42.9903,  78.2050
  43.2851,  78.6497
  43.5639,  79.0466
  43.8300,  79.4660
  44.0917,  79.8219
  44.3330,  80.0272
  44.5837,  80.3330
  44.8170,  80.5817
  45.0322,  80.6535
  45.2682,  80.7052
  45.4890,  80.9197
  45.6926,  80.9170
  45.9098,  81.0950
  46.1189,  81.2211
  46.3281,  81.2723
  46.5193,  81.2472
  46.7510,  81.2868
  46.9462,  81.2716
  47.1454,  81.3090
  47.3574,  81.3429
  47.5553,  81.1448
  47.7526,  81.1421
  47.9591,  80.8543
  48.1697,  80.9103
  48.3797,  80.6812
  48.5910,  80.5628
  48.8125,  80.1727
  49.0320,  80.1691
  49.2626,  79.8688
  49.4980,  79.7062
  49.7306,  79.3950
  49.9801,  78.8107
  50.2392,  78.5535
  50.4899,  78.1256
  50.7726,  77.5915
  51.0570,  76.8324
  51.3693,  76.1907
  51.7005,  75.3043
  52.0006,  74.4931
  52.3645,  73.4827
  52.7392,  72.1292
  53.1515,  70.5688
  53.5844,  68.3672
  54.0535,  66.3999
  54.5787,  63.1193
  55.1128,  59.5474
  55.7482,  54.3926
  56.3941,  47.6868
  57.0813,  37.4948
  57.6760,  25.9772
  58.1437,  11.6712
  58.1698,  -6.3026
  57.8294, -23.0208
  57.2633, -35.9035
  56.5770, -45.9046
  55.9162, -52.8113
  55.3095, -58.8936
  54.7238, -62.8339
  54.1970, -66.0351
  53.6935, -68.5331
  53.2509, -70.5120
  52.8443, -72.1489
  52.4638, -73.3252
  52.1049, -74.7215
  51.7584, -75.6642
  51.4349, -76.5100
  51.1218, -77.1793
  50.8353, -77.6919
  50.5553, -78.4224
  50.2835, -78.7366
  50.0302, -79.0544
  49.7708, -79.4839
  49.5377, -79.7389
  49.2935, -80.0809
  49.0664, -80.3340
  48.8372, -80.4359
  48.6120, -80.7299
  48.3971, -80.8012
  48.1983, -80.7433
  47.9759, -80.9420
  47.7718, -81.0732
  47.5689, -80.9758
  47.3584, -81.0527
  47.1453, -81.1292
  46.9440, -81.0549
  46.7353, -80.9477
  46.5358, -80.9380
  46.3389, -80.8943
  46.1155, -80.8039
  45.9024, -80.5849
  45.7017, -80.4140
  45.4776, -80.2268
  45.2473, -80.1372
  45.0316, -79.8704
  44.8054, -79.5276
  44.5673, -79.0565
  44.3266, -78.7321
  44.0744, -78.2297
  43.8289, -77.6841
  43.5609, -77.4043
  43.2893, -76.7347
  42.9984, -75.8755
  42.7009, -75.1832
  42.3844, -74.1341
  42.0242, -72.9628
  41.6915, -71.7642
  41.3284, -70.1483
  40.9254, -68.3243
  40.4914, -65.8686
  40.0310, -63.2482
  39.5298, -59.4965
  38.9946, -55.7019
  38.4367, -49.5478
  37.8969, -42.4642
  37.3357, -32.6824
  36.8469, -21.1645
  36.6412,  -6.7114
  36.6668,   8.5625
  36.9759,  21.8080
  37.4550,  33.1839
  38.0171,  42.0206
  38.6093,  48.7511
  39.1053,  53.8899
  39.6535,  57.9501
  40.1142,  61.5297
  40.5991,  64.2725
  41.0045,  66.2543
  41.4046,  68.0924
  41.7572,  69.5213
  42.0913,  70.7405
  42.4586,  72.0542
  42.7306,  72.7744
  43.0382,  73.6253
  43.3049,  74.4806
  43.5689,  74.8989
  43.8527,  75.4039
  44.0876,  75.9732
  44.3356,  76.2240
  44.5754,  76.7665
  44.7950,  77.0958
  45.0359,  77.3021
  45.2554,  77.3362
  45.4675,  77.6815
  45.6796,  77.7337
  45.8752,  77.9312
  46.0981,  78.0785
  46.2935,  78.1125
  46.4966,  78.2078
  46.6965,  78.2139
  46.9011,  78.2187
  47.0965,  78.3232
  47.2936,  78.2173
  47.5026,  78.1434
  47.6951,  78.1586
  47.8979,  78.1053
  48.1025,  77.8377
  48.3160,  77.5652
  48.5285,  77.2601
  48.7304,  76.9337
  48.9579,  76.9378
  49.1717,  76.5470
  49.3921,  76.0775
  49.6241,  75.7737
  49.8652,  75.3919
  50.0977,  74.7534
  50.3472,  74.1884
  50.6206,  73.5229
  50.9026,  72.9581
  51.1698,  71.8657
  51.4792,  71.0789
  51.7759,  69.8573
  52.1115,  68.5694
  52.4550,  66.7656
  52.8139,  65.0558
  53.1968,  63.0972
  53.6156,  60.2065
  54.0318,  56.9788
  54.5011,  53.5328
  54.9667,  48.4230
  55.4599,  42.5654
  55.9510,  35.0995
  56.3896,  25.7245
  56.7649,  13.9139
  56.8252,   2.0123
  56.7815, -10.5834
